0.000000000000000000e+00 -3.867571432830001904e-02 -1.215272141045680918e-02 1.186590656920050212e-03 -1.590373437127081541e-02 1.033531509959922760e-02 -6.488793157436301487e-03 3.290590604877578935e-03 -5.500598962619150396e-04 1.880575899646509631e-03
1.000000000000000056e-01 4.921888267782165843e-02 -3.955722969705806336e-02 -6.173229929410451941e-03 1.910968625916330960e-02 -7.181677472379865285e-03 -1.218664505195075215e-02 -3.080945776261292957e-03 -6.686046291099385225e-03 -8.943745257830001613e-03
2.000000000000000111e-01 -2.712533665486159540e-02 7.215034040386003600e-02 -4.737537492196747246e-02 -2.282227773971304274e-02 1.692328643209256578e-03 -2.513449170379366757e-02 -2.227546623705292314e-02 -1.622571543726326546e-02 -1.809821994709261833e-02
3.000000000000000444e-01 7.883774430898204955e-02 -3.619429016014723277e-02 5.197589480182782801e-02 -1.230314020244393201e-02 -2.419845458506266964e-02 -1.667797253891110248e-02 -1.841096031565429142e-02 -1.705100792359004816e-02 -2.032357506028150546e-02
4.000000000000000222e-01 6.557080271229114021e-02 -2.527533728046337316e-02 -3.315346917369831059e-02 -2.894398874729274540e-02 -3.626651981239849276e-02 -2.466709264158995635e-02 -2.335273331537361663e-02 -1.941501461970528489e-02 -2.140310347134304417e-02
5.000000000000000000e-01 -1.278292344392283064e-02 -4.543836790649999346e-03 2.303799704480736371e-03 9.851173411304023353e-05 -2.039474191672170644e-03 -2.867129207799069129e-02 -2.259922380634891634e-02 -2.158869360365149245e-02 -2.030562740111084910e-02
6.000000000000000888e-01 1.520725071049693067e-02 -3.301701074562927996e-02 -2.285724237605520071e-02 -2.526687464672463385e-02 -2.302448463067133591e-02 -1.073429811818271337e-02 -1.763969798281958545e-02 -2.006372719522128700e-02 -1.839862315659372693e-02
7.000000000000000666e-01 1.574295306179186726e-01 -1.281185749058120493e-01 2.735142631251828715e-02 -8.726186390706439783e-03 -1.407012591527835241e-02 -1.609651780455296013e-03 -1.250748627140403808e-02 -1.218315438066579215e-02 -1.021606345212370051e-02
8.000000000000000444e-01 1.148080496107069109e-01 -1.516709682571444617e-02 -1.558629087543645687e-02 1.793281772566599278e-02 -1.909320864393573847e-02 -4.986904808270031103e-03 -1.128126289083339513e-02 -7.522869093895953249e-03 -4.660461304671623291e-03
9.000000000000000222e-01 -2.233965556454159396e-02 -1.422197352243903534e-02 -6.729634098862591687e-03 2.995787223745561764e-02 6.284133083233625627e-03 4.613909140187810384e-03 6.278559255943951325e-03 2.093539897601052243e-03 4.096602153284913811e-03
1.000000000000000000e+00 -1.207054811691197355e-02 6.574905981416447054e-02 -2.870665523728083146e-02 9.146112589854465263e-03 2.274622516710571654e-02 1.475688401013899691e-02 9.642220103329374528e-03 1.811805295292943235e-02 1.508729543545242295e-02
1.100000000000000089e+00 -1.355553904948745836e-01 1.095221868120990621e-01 6.547736851532448554e-02 4.628214774341787158e-03 1.560061624538549782e-02 3.395555163456472764e-02 2.750608671840015090e-02 2.690305042031899962e-02 2.745420819258078890e-02
1.200000000000000178e+00 -8.423838970066657716e-02 1.423584282969110881e-01 2.532258847908963259e-02 9.880424412659516431e-03 2.922150567059799559e-02 4.426195531785140358e-02 4.015857281191657913e-02 4.384961873189015258e-02 4.186385263359969355e-02
1.300000000000000044e+00 7.307297029335885208e-02 8.493020326301696510e-02 3.897186580550124346e-02 5.674815959095567269e-02 4.669399626771059131e-02 5.605763600699733423e-02 5.606891825781869926e-02 5.896888764458360632e-02 5.706362539370483239e-02
1.400000000000000133e+00 1.827702458849982392e-01 1.186977232919693426e-01 8.037488307064247217e-02 6.902029554597727268e-02 7.312163040397667846e-02 7.140852528355499940e-02 7.152957150958975940e-02 7.003902050503754695e-02 7.161502769561257919e-02
1.500000000000000000e+00 1.942130301849906426e-01 1.279519708174954862e-01 1.042744244992154790e-01 1.077053297920479158e-01 8.653808477354160700e-02 7.603771703654632619e-02 8.521802885715065723e-02 8.772043878807035677e-02 8.658250743972974173e-02
1.600000000000000089e+00 1.771645703657143689e-01 8.984522059137572958e-02 9.387938690487596105e-02 1.002584420224130746e-01 1.082119960021878102e-01 1.014710311890715394e-01 1.014375587183410365e-01 1.005629189050914751e-01 1.015229533855723926e-01
1.700000000000000178e+00 1.962811794017788047e-01 6.201405192352133638e-02 1.429730142930807912e-01 1.108922353257992405e-01 1.246802589296874125e-01 1.185879970457578564e-01 1.152994880826724716e-01 1.154828925532688372e-01 1.187931465616797466e-01
1.800000000000000044e+00 2.912955975749467186e-01 1.439766280442432433e-01 1.193014744386600989e-01 1.474400265872204407e-01 1.231001258702463658e-01 1.348874515667909946e-01 1.304166982329756641e-01 1.326308622308731422e-01 1.310091929373918274e-01
1.900000000000000133e+00 8.157699976138491071e-02 2.220840178102374829e-02 9.034148301584365992e-02 1.590897634462712096e-01 1.384990374432404914e-01 1.483746870189849021e-01 1.448542791393911955e-01 1.444916559752880969e-01 1.457455693107340966e-01
2.000000000000000000e+00 7.799608619526005038e-02 1.835034304843093933e-01 1.882951883621806488e-01 1.678783074513552909e-01 1.552642727333142236e-01 1.668867962778431691e-01 1.608277583276299383e-01 1.586721505181199476e-01 1.596722874603511699e-01
2.100000000000000089e+00 1.219759884933794281e-01 1.065324494756836327e-01 1.932887585953525778e-01 1.868013271189412072e-01 1.516774908542436184e-01 1.665220787700628091e-01 1.782193325890969460e-01 1.734031616462365921e-01 1.707688889878127558e-01
2.200000000000000178e+00 1.344318665336970975e-01 1.148762332365435013e-01 1.971779410375139319e-01 1.749201483784631750e-01 1.944327307282128214e-01 1.745789621748601583e-01 1.861681422850857137e-01 1.865491206353233067e-01 1.827897910865341757e-01
2.300000000000000266e+00 1.052874184428767568e-02 1.423919022166778570e-01 1.872844368561843720e-01 1.797781714418574817e-01 1.896582070462402847e-01 1.813802797414635071e-01 1.938893703459751428e-01 1.934075048631128668e-01 1.935253114492529181e-01
2.400000000000000355e+00 2.371779360850718721e-01 2.650391903504361046e-01 1.802692747877591983e-01 1.773684768372603415e-01 2.035951620949839891e-01 2.055064421105745887e-01 2.041018656709643053e-01 2.032346051360650607e-01 1.989103010338718613e-01
2.500000000000000000e+00 2.941770838533973587e-01 2.248946551974029262e-01 1.757044760244855230e-01 2.051101789074359361e-01 2.084090386218920288e-01 2.060061280029684694e-01 2.016986819960194799e-01 2.069918606944755601e-01 2.066783313960751656e-01
2.600000000000000089e+00 1.621815019403524960e-01 2.124387166862777010e-01 2.045848258262638886e-01 1.769909646273205572e-01 1.919506940511270521e-01 2.141135199918264287e-01 2.076412849818564388e-01 2.105289573291311001e-01 2.083294560694740616e-01
2.700000000000000178e+00 2.776445797340255095e-01 1.952134052291216448e-01 2.429051504344961199e-01 2.025316478201422687e-01 2.193863153071594907e-01 2.155061545134445145e-01 2.073999374005797425e-01 2.073909054292527865e-01 2.089612481948013578e-01
2.800000000000000266e+00 3.118652673605195602e-01 2.859836850267323261e-01 2.040643638724413678e-01 2.079017890446425154e-01 2.053340617762297315e-01 2.090457034501700118e-01 2.094452923934461697e-01 2.090859588447670503e-01 2.066784855901596940e-01
2.900000000000000355e+00 1.947452310396942943e-01 2.525414927687007483e-01 1.973027388363875201e-01 1.755938701897125087e-01 2.089666765024958406e-01 2.040114500776200601e-01 2.062823200742873730e-01 2.024896444758198799e-01 2.046096242496465989e-01
3.000000000000000000e+00 1.185536722600032955e-01 2.285477667171746108e-01 1.402530772177523477e-01 1.925370755238284548e-01 1.894055170496496410e-01 1.982045640246246077e-01 1.980139241280103601e-01 1.971248062638393805e-01 1.926203493710431369e-01
3.100000000000000089e+00 4.614029490605580652e-01 1.652204198984941197e-01 2.159449486021222664e-01 1.757475353244953575e-01 1.938348165977060999e-01 1.875234817820800592e-01 1.845493174913865608e-01 1.840635739433058859e-01 1.856600512942455650e-01
3.200000000000000178e+00 8.589805010804149599e-02 2.331205857815108473e-01 1.615182995118834286e-01 1.683952628646915861e-01 1.688041092802081145e-01 1.829557578438012200e-01 1.764888278096694851e-01 1.720808255212255555e-01 1.721108407840923338e-01
3.300000000000000266e+00 1.185098816997394444e-01 1.758714954327559310e-01 1.337851483125847563e-01 1.519509178652083681e-01 1.568596884434311223e-01 1.599974966237633078e-01 1.559753231353764313e-01 1.545987936235020122e-01 1.556582633286097694e-01
3.400000000000000355e+00 1.027832016695065936e-01 1.854219778407131813e-02 1.649171628383562793e-01 9.737588884499921715e-02 1.348580171864603716e-01 1.399995926466858776e-01 1.310233840192019661e-01 1.395086140455609747e-01 1.376030332388310518e-01
3.500000000000000000e+00 -8.177298798114343570e-02 2.360469753029032502e-01 1.447811636089821330e-01 1.560056388977542063e-01 1.185004289718244869e-01 1.045826236769608480e-01 1.108393557197011325e-01 1.128935277052170727e-01 1.131658832429920519e-01
3.600000000000000089e+00 9.899628995890831507e-02 1.349904322177045979e-01 1.264655074017372594e-01 7.043806885486744718e-02 1.157396564015793217e-01 8.998522800217706452e-02 8.636903613990015716e-02 9.026545214481995760e-02 8.712593988471506457e-02
3.700000000000000178e+00 -9.667669592378208554e-02 1.002384028324088128e-04 2.685401293848678483e-03 6.105954138318733099e-02 5.843266309480803916e-02 6.726529631913061302e-02 6.163466103978802041e-02 5.912160382281356208e-02 6.117263200724459837e-02
3.800000000000000266e+00 -3.282812494176799711e-02 5.731181080854223786e-02 -1.985426691628258689e-02 3.363745977528322106e-02 2.219189298231550450e-02 3.082334845935931142e-02 3.076354891516720758e-02 3.016585288144267227e-02 2.927873695152960129e-02
3.900000000000000355e+00 2.444051802900321785e-02 -6.488110915770925469e-02 -2.585761613659589078e-02 9.773109105073401678e-03 2.339657711369499092e-03 -8.686115629798143653e-03 -1.553643605626921394e-03 -1.591085284365060474e-03 -2.165411648468430761e-03
4.000000000000000000e+00 -2.207456331335611727e-02 -1.615696746166786837e-02 -5.449232197735598415e-02 -2.056892348851498478e-02 -3.513617637503245461e-02 -5.012746455022154546e-02 -3.936734118965428547e-02 -3.386915070491353791e-02 -3.831122558671708200e-02
4.100000000000000533e+00 5.320678267610326473e-02 -1.668757116080796798e-01 -7.632328843304134192e-02 -9.302122530532122568e-02 -6.950922166910801503e-02 -6.951636537811549388e-02 -7.356579768494515836e-02 -7.512369201774526939e-02 -7.429580090798985903e-02
4.200000000000000178e+00 -1.163385192524161449e-01 -7.485401868740207409e-02 -8.346332681984056090e-02 -1.081282335609141387e-01 -1.121795783016565906e-01 -1.166129418879338075e-01 -1.150068809069506037e-01 -1.130679743323807912e-01 -1.155196834557446761e-01
4.299999999999999822e+00 -1.088007623334082685e-01 -2.296615283190162615e-01 -1.791515774719459331e-01 -1.978967122742505413e-01 -1.727267028660790238e-01 -1.580494081175485843e-01 -1.558503362259945346e-01 -1.556704708509663859e-01 -1.585502184844627127e-01
4.400000000000000355e+00 -1.550471965287987808e-01 -2.059446516350791345e-01 -2.420871392957675561e-01 -2.409366153368125152e-01 -2.159354522407014865e-01 -2.049016408578813175e-01 -1.951313444107352080e-01 -1.968751765274685539e-01 -1.991466711507753340e-01
4.500000000000000000e+00 -1.389776867768849067e-01 -2.041350113034156588e-01 -2.676916124310482759e-01 -2.539322388113299245e-01 -2.513099234805470372e-01 -2.437196960028425730e-01 -2.458223174220150187e-01 -2.446069696077856903e-01 -2.429395537797655047e-01
4.600000000000000533e+00 -3.404835023557857832e-01 -2.925326908136323678e-01 -2.903678390408586107e-01 -2.562786459099611336e-01 -3.159578868086825310e-01 -2.903294408792706505e-01 -2.929714924723646474e-01 -2.903865104213833592e-01 -2.911525961677343122e-01
4.700000000000000178e+00 -3.448340760886474676e-01 -3.521813099266908331e-01 -3.126268109034375242e-01 -3.218158361495492836e-01 -3.362256812398266015e-01 -3.338656227260682341e-01 -3.398470966525297676e-01 -3.331275643769233685e-01 -3.341391139223472417e-01
4.800000000000000711e+00 -3.880961447240909301e-01 -3.392694367005460454e-01 -4.112555819174937288e-01 -3.953570520794636445e-01 -3.830339596040420180e-01 -3.899479270062143899e-01 -3.777978663515889068e-01 -3.832299062103723952e-01 -3.814583355132910025e-01
